,strata,Region,Population,jan_cases,jan_rate,feb_cases,feb_rate,mar_cases,mar_rate,apr_cases,apr_rate,may_cases,may_rate,jun_cases,jun_rate,jul_cases,jul_rate,aug_cases,aug_rate,sep_cases,sep_rate,oct_cases,oct_rate,nov_cases,nov_rate,dec_cases,dec_rate,total
0,Europe,Albania,2854710,58316,0.02042799443726333,78992,0.027670761653547996,107931,0.03780804354908204,125506,0.0439645358022356,131185,0.045953879728588894,132337,0.0463574233459791,132523,0.046422578825870225,133121,0.04663205719670299,147369,0.05162310707567494,170778,0.05982323948842439,185497,0.06497927985679806,200173,0.07012025739917539,1603728
1,Europe,Andorra,79034,8117,0.10270263430928461,9972,0.12617354556266924,10889,0.13777614697471974,12053,0.15250398562643924,13232,0.16742161601336134,13729,0.17371004883973987,13918,0.17610142470329226,14678,0.1857175392868892,15046,0.1903737631905256,15222,0.1926006528835691,15516,0.1963205708935395,17426,0.2204873851760002,159798
2,Europe,Austria,8922082,358774,0.04021191466296768,410385,0.04599655102923286,454870,0.05098249489300816,540438,0.06057308148479245,613688,0.06878304862026599,640050,0.07173774013733565,646042,0.07240933226123679,654787,0.07338948465167659,683900,0.07665251227235975,739627,0.08289847593868785,827894,0.09279157039803042,1156022,0.12956863655814865,7726477
3,Europe,Belgium,11611420,648289,0.05583201710040633,711417,0.06126873371215579,772294,0.06651158945245285,887920,0.07646954463795126,993434,0.08555663303885314,1063499,0.09159077873335045,1085885,0.0935187083061331,1124715,0.09686282986921496,1187506,0.1022705233296186,1247197,0.10741123824648492,1360650,0.11718205008517477,1786444,0.15385232813902175,12869250
4,Europe,Bosnia and Herzegovina,3270943,112143,0.03428460844472068,122199,0.03735895122599202,130979,0.04004319243716568,171324,0.05237755595251889,198461,0.0606739402062341,204093,0.06239576782597557,205032,0.06268284100334369,205655,0.06287330595488824,214759,0.06565660116975441,235536,0.07200859201765362,254348,0.07775983867649176,275965,0.08436863620063083,2330494
5,Europe,Bulgaria,6885868,202540,0.029413866196679926,219580,0.03188849975050349,249626,0.036251929313777145,346327,0.05029532950675209,404846,0.05879374974948692,418813,0.060822106958774116,421902,0.06127070690289155,425148,0.061742107167898075,457487,0.06643853759613168,504253,0.07323012872160779,608499,0.08836925134202399,697162,0.10124533319546643,4956183
6,Europe,Belarus,9578168,196223,0.02048648551581054,249295,0.026027419857325533,288267,0.03009625640310339,323043,0.033727013349525714,359982,0.03758359636206005,395075,0.041247449407861715,418212,0.04366304704615747,446998,0.04666842343963898,483231,0.05045129715828747,540079,0.05638646137758285,602058,0.06285732302878796,656510,0.06854233502690703,4958973
7,Europe,Croatia,4060136,212007,0.05221672377477011,232520,0.057269017589558574,243064,0.05986597493285939,274054,0.06749872418066784,334229,0.0823196562873756,356397,0.0877795719158176,359975,0.08866082318424802,363758,0.08959256537219443,374803,0.09231291759684897,406307,0.10007226358919996,471474,0.11612271116041432,613914,0.15120527982313892,4242502
8,Europe,Czechia,10510751,732022,0.06964507103250757,987329,0.09393515268319076,1240051,0.11797929567544697,1539617,0.14648020869298492,1632932,0.15535826126981792,1661780,0.15810287961345484,1667435,0.15864090016022642,1673694,0.1592363856778645,1679476,0.15978648909102688,1692412,0.16101722893064443,1765654,0.16798552263296884,2172084,0.20665354930394603,18444486
9,Europe,Denmark,5854241,166567,0.028452364704493718,199644,0.034102456663468415,212380,0.036277973523809494,231957,0.03962204494143647,252740,0.04317212086075718,282896,0.0483232583011188,294980,0.050387402910129594,318807,0.05445744375744012,347862,0.059420512411429594,360999,0.06166452662266552,392262,0.06700475774741764,497665,0.08500931205257864,3558759
10,Europe,Estonia,1328701,28406,0.021378775209772553,44575,0.03354780345615756,66628,0.050145217020232544,107253,0.08072019212749897,122450,0.09215767881562519,129674,0.09759456792762254,131085,0.09865650737073277,133685,0.10061330577759782,142363,0.10714449676789586,156986,0.11814998257696803,195382,0.1470473793577336,223171,0.16796179125326163,1481658
11,Europe,Finland,5535992,36676,0.006625009573713257,45820,0.008276746064661944,58517,0.010570282616015341,78593,0.014196732943255698,87328,0.015774589269637672,92866,0.016774951986924837,96205,0.017378095922103935,107866,0.019484493474701554,128625,0.023234318257685342,142728,0.025781829164493012,159863,0.02887702872402995,189817,0.03428780243902087,1224904
12,Europe,France,64531444,2697014,0.04179379590514044,3260382,0.050523927529035305,3820418,0.05920242540985136,4755862,0.07369836633440281,5703499,0.08838325390642118,5738762,0.08892970068979085,5840067,0.09049955553450811,6210335,0.09623734748597908,6868151,0.10643107567839331,7111154,0.11019672828024737,7270410,0.11266461044944229,7829045,0.12132139798390379,67105099
13,Europe,Germany,83408555,1762504,0.02113097391508581,2232327,0.026763765419506428,2455569,0.029440253460811066,2866323,0.03436485621888546,3423900,0.04104974603624292,3692908,0.04427493079097222,3736959,0.04480306606438632,3778277,0.04529843491473986,3979839,0.047714997580284184,4249061,0.0509427480190731,4619273,0.05538128552880457,5999020,0.07192331769804668,42795960
14,Europe,Greece,10445365,139447,0.013350131852740426,157495,0.015077979563184244,192270,0.01840720740730458,267172,0.02557804346712633,346422,0.03316514071073629,404163,0.038693047107496964,423185,0.040514141918448994,494907,0.047380536726098134,590832,0.056564035818757886,658368,0.0630296787139559,747595,0.07157193645219674,945095,0.09047984440945817,5366951
15,Europe,Hungary,9709786,325278,0.03350001740512098,368710,0.03797303050757246,432925,0.044586461534785626,661721,0.06814990567248341,781299,0.08046511014763869,804712,0.0828763888308146,808160,0.08323149449431738,809491,0.08336857269562893,812531,0.08368165889546897,823384,0.0847993972266742,874630,0.09007716544937241,1114260,0.11475639112952644,8617101
16,Europe,Iceland,370335,5754,0.015537283810603913,6009,0.016225849568633804,6054,0.01634736117299202,6205,0.016755100112060703,6472,0.017476068964586117,6576,0.01775689578354733,6649,0.017954014608395102,8051,0.021739776148622193,10856,0.029313999486951004,11839,0.03196835297770937,13739,0.03709884293950072,18055,0.04875315592639097,106259
17,Europe,Ireland,4986526,93532,0.01875694621867007,197553,0.03961736086405646,220273,0.04417363912270787,236600,0.047447862499864636,249437,0.05002219982408595,262380,0.05261779443243653,272784,0.05470421692376617,302074,0.06057804571759979,354236,0.07103863491336454,390989,0.07840909683414866,448449,0.08993214915554436,573905,0.11509114762461882,3602212
18,Europe,Italy,59240330,2129376,0.035944701861046355,2560957,0.04322995837464106,2938371,0.04960085468801406,3607083,0.060888975466544495,4035617,0.06812279742533507,4220304,0.07124038640568005,4260788,0.0719237722004587,4355348,0.07351998207977573,4546487,0.07674648335010963,4675758,0.07892862852046909,4774783,0.08060020935062313,5043620,0.08513828332826641,47148492
19,Europe,Kosovo,1662010,51502,0.030987779856920236,60218,0.03623203229824128,68451,0.041185672769718594,91079,0.05480051263229463,103638,0.062357025529328945,107021,0.06439251268042911,107768,0.0648419684598769,108465,0.06526134018447542,146880,0.08837491952515328,160114,0.09633756716265245,160767,0.09673046491898364,161099,0.09693022304318265,1327002
20,Europe,Latvia,1873919,41615,0.022207470013378378,66652,0.03556823960907595,86458,0.04613753315911734,103001,0.054965556141967714,119370,0.06370072559166111,133518,0.0712506783911151,137500,0.07337563683382259,138899,0.07412220058604455,143106,0.07636722825266193,159418,0.08507198016563149,219911,0.11735352488554734,254690,0.13591302505604563,1604138
21,Europe,Liechtenstein,39040,2245,0.05750512295081967,2567,0.0657530737704918,2652,0.06793032786885246,2756,0.07059426229508196,3028,0.07756147540983606,3103,0.07948258196721311,3133,0.08025102459016394,3190,0.08171106557377049,3403,0.08716700819672131,3558,0.09113729508196722,3662,0.09380122950819672,4745,0.12154200819672131,38042
22,Europe,Lithuania,2786651,147862,0.053060824624253274,184754,0.06629965503394576,199400,0.07155542620873587,217010,0.07787483972696976,248883,0.08931258345591177,275126,0.09872998089821797,279184,0.10018620918084109,283427,0.10170882539650641,300194,0.10772572525228312,334541,0.1200512730155301,413028,0.14821662274895564,475656,0.17069091177904946,3359065
23,Europe,Luxembourg,639321,46415,0.07260046205270905,50733,0.07935450266767398,55480,0.08677956769760417,61881,0.09679175249991788,67205,0.10511933754717896,69983,0.10946457256996095,70895,0.1108910860115654,73870,0.11554446045100975,75904,0.11872596082406178,78326,0.12251435507358588,81683,0.12776523843264964,89766,0.14040833947265927,822141
24,Europe,Malta,526748,12909,0.02450697487223492,18027,0.034223195911517464,22657,0.04301297774267771,29085,0.05521615649228853,30307,0.05753605139459476,30543,0.0579840834706539,30627,0.05814355251467495,34375,0.06525890938361417,36247,0.06881279093608329,37163,0.07055176289231284,37673,0.07151996780244063,39530,0.07504537273990598,359143
25,Europe,Monaco,36686,885,0.024123643896854386,1499,0.040860273673881044,1965,0.05356266695742245,2305,0.06283050755056425,2457,0.06697377746279234,2506,0.0683094368423922,2580,0.07032655508913482,2891,0.078803903396391,3211,0.08752657689581857,3314,0.09033418742844682,3414,0.09306002289701794,3797,0.10349997274164531,30824
26,Europe,Moldova,3061507,145258,0.04744656798106292,160086,0.052289934336259884,186447,0.060900399705112546,231756,0.07569997390174185,251160,0.08203802898376518,255241,0.0833710326319685,256816,0.08388548515486001,259549,0.08477818277077269,268105,0.08757288485703282,295681,0.0965802136006875,339114,0.1107670176811616,364433,0.11903712779359969,3013646
27,Europe,Montenegro,627859,48589,0.0773883945280708,61972,0.09870368984119046,76283,0.12149702401335331,91573,0.14584962547323524,97517,0.15531671919969292,99652,0.15871716420406493,100272,0.1597046470624774,102092,0.16260338706620436,115956,0.18468477795173757,131946,0.21015227941305292,144692,0.23045301572486818,157611,0.2510292916084662,1228155
28,Europe,Netherlands,17501696,816616,0.04665924948073604,995300,0.05686877431764327,1107347,0.06327083958034696,1301127,0.07434290939575228,1528753,0.08734884893441185,1679093,0.09593887358116608,1713576,0.09790913977708217,1897729,0.10843114861553989,1979421,0.11309881053813299,2043240,0.11674525714536466,2179710,0.12454278716759792,2703052,0.15444514634467427,19944964
29,Europe,Norway,5403021,49803,0.009217621030901046,63262,0.011708634854463827,71735,0.013276831609575457,96770,0.017910350524271514,113259,0.020962161723968867,125576,0.023241812312038024,131509,0.024339901695736514,137853,0.025514059634415637,161814,0.029948800865293695,189915,0.03514978009524671,208615,0.03861080680604425,271623,0.05027243092336676,1621734
30,Europe,Poland,38307726,1305774,0.03408643989987816,1515889,0.03957136479466309,1711772,0.04468477194391544,2356970,0.0615272752029186,2798617,0.07305620281402242,2872868,0.07499448022573828,2880010,0.07518091781276706,2883029,0.07525972698040077,2889036,0.07541653607943212,2908432,0.07592285691925435,3030151,0.07910025773913075,3569137,0.09317016102704713,30721685
31,Europe,Portugal,10290103,420629,0.040877044670981424,726321,0.07058442466513698,804956,0.07822623349834303,822314,0.07991309707978628,836947,0.0813351430981789,849538,0.08255874601060845,882006,0.08571401083157282,970937,0.09435639273970338,1039492,0.1010186195415148,1069975,0.10398098055966981,1091142,0.10603800564484146,1151919,0.11194436051806284,10666176
32,Europe,Romania,19328560,636201,0.032915074894353226,730056,0.03777084273220561,804090,0.0416011332453116,958918,0.04961145579391325,1056572,0.05466377215891924,1077978,0.05577125248854545,1080823,0.05591844400203636,1083341,0.056048717545435355,1100208,0.05692136403332685,1244555,0.06438943201148974,1655024,0.08562583037743111,1780808,0.09213350606563551,13208574
33,Europe,Russia,145102755,3153960,0.021736044915205092,3825739,0.026365722690792466,4209850,0.029012888142613144,4503291,0.03103518606521289,4759902,0.032803663858759956,5022881,0.03461602779354534,5472722,0.03771618257696072,6207513,0.04278011813076878,6838652,0.04712971852257388,7425057,0.051171027042181245,8417305,0.05800927074058656,9500836,0.06547660656064043,69337708
34,Europe,San Marino,33746,2384,0.07064540982634979,3025,0.089640253659693,3716,0.11011675457832039,4738,0.14040182540152907,5066,0.1501214958809933,5090,0.15083269128192972,5092,0.15089195756534107,5143,0.15240324779233094,5331,0.15797427843299947,5440,0.161204290878919,5547,0.16437503704142714,6084,0.18028803413737923,56656
35,Europe,Serbia,7296769,339997,0.04659555482707483,397002,0.05440791670943674,462728,0.0634154651188766,605406,0.08296905109645104,690931,0.09468999224177167,712702,0.09767364158026655,716643,0.0982137436446186,722221,0.09897819158041045,766279,0.10501620648810453,949260,0.13009319604334466,1148645,0.1574183039095797,1257025,0.17227145329665774,8768839
36,Europe,Slovakia,5447622,285079,0.052330906953529446,439325,0.08064527972021554,592135,0.10869605123116105,710422,0.13040956219062189,755233,0.13863535318713377,771363,0.14159627815586323,775066,0.14227602429096586,776512,0.14254146121004724,780075,0.1431955080583785,805983,0.14795134464175377,902044,0.16558491025992625,1182562,0.21707857116371143,8775799
37,Europe,Slovenia,2119410,123950,0.05848325713288132,166836,0.0787181338202613,190324,0.0898004633364946,216939,0.10235820346228432,241309,0.11385668653068542,254045,0.11986590607763481,257358,0.12142907696009739,259273,0.12233263030749124,267962,0.12643235617459575,294335,0.13887591357972265,337108,0.15905747354216504,423162,0.1996602828145569,3032601
38,Europe,Spain,47486935,1928265,0.040606221479655404,2822805,0.05944382386439554,3204531,0.06748237173024538,3291394,0.06931156959277325,3524077,0.07421150680708283,3682778,0.07755349971523746,3821305,0.08047065998258257,4447044,0.09364773700387274,4861883,0.10238359245548276,4961128,0.1044735357209304,5011148,0.10552687807709636,5174720,0.10897144656735584,46731078
39,Europe,Sweden,10467097,437379,0.04178608452754379,566957,0.054165639240756056,657309,0.06279764102692466,813191,0.07769021343740294,973604,0.09301566613933165,1068473,0.10207921069232472,1090553,0.10418867810243852,1100040,0.10509504211148517,1127917,0.10775834025422713,1153655,0.11021728374161431,1171512,0.1119232964020492,1207498,0.11536130791565226,11368088
40,Europe,Switzerland,8691407,452296,0.05203944539704561,525095,0.0604154195057256,557492,0.06414289424025361,603092,0.06938945558526945,659974,0.07593408063849731,695496,0.0800211059037967,703176,0.08090473728822042,717665,0.08257178613313126,782869,0.09007390863182452,841573,0.09682816602651331,877098,0.10091553646032225,1025129,0.11794741633891957,8440955
41,Europe,Ukraine,43531422,1096855,0.025196856652190226,1263833,0.029032660591698567,1399934,0.03215916080113349,1742710,0.04003338094491836,2132742,0.04899316176714834,2263167,0.05198927340347393,2301221,0.05286344654672664,2334433,0.05362638969156579,2387052,0.05483514873463127,2545904,0.058484282916372456,3073125,0.07059555738840785,3619223,0.08314047264525382,26160199
42,Europe,North Macedonia,2103330,83743,0.03981448465053035,92753,0.044098168142897215,103020,0.04897947540328907,131424,0.062483775727061375,152581,0.07254258723072461,155304,0.07383720100982727,155689,0.07402024408913485,156452,0.07438300219176258,177399,0.08434197201580351,191820,0.09119824278643865,202705,0.09637336984686189,215995,0.10269192185724542,1818885
43,Europe,United Kingdom,67281040,2549671,0.03789583216906278,3846807,0.05717520121567681,4194287,0.06233980628123465,4364544,0.06487034088652613,4434156,0.06590498601091778,4506331,0.0669777250767824,4844879,0.07200957357377354,5907641,0.08780543523108442,6856890,0.10191414995963201,7878555,0.1170991857438589,9140352,0.13585331023420566,10333452,0.15358638927103385,68857565
0,North America,Newfoundland and Labrador,510550,390,0.0007638820879443737,408,0.0007991381843110372,989,0.0019371266281461169,1020,0.001997845460777593,1081,0.002117324454020174,1317,0.002579571050827539,1386,0.002714719420233082,1437,0.002814611693271962,1486,0.002910586622270101,1788,0.003502105572421898,1994,0.003905592008618157,2059,0.0040329056899422195,15355
1,North America,Prince Edward Island,142907,94,0.0006577704381170971,111,0.0007767289216063593,132,0.0009236776365048598,159,0.0011126116985172175,177,0.0012385677398587893,204,0.001427501801871147,207,0.0014484944754280756,208,0.0014554920332803852,233,0.0016304309795881237,296,0.002071277124283625,315,0.0022042307234775064,372,0.0026030915210591503,2508
2,North America,Nova Scotia,969383,1497,0.001544281259316493,1581,0.0016309343159514867,1642,0.001693860940412613,1719,0.0017732929089946904,2575,0.0026563288194655778,5579,0.005755207178174159,5840,0.006024450604147174,5887,0.006072935052502468,6038,0.006228704237643944,6715,0.006927086610761691,7413,0.0076471322480381855,8322,0.008584842110909723,54808
3,North America,New Brunswick,775610,601,0.0007748739701654182,1264,0.0016296850221116284,1431,0.0018449994198115032,1623,0.0020925465117778265,1933,0.002492231920681786,2215,0.002855816712007323,2332,0.0030066657211743016,2383,0.0030724204174778563,2774,0.0035765397558051083,4272,0.005507922796250693,6476,0.008349557122780779,8411,0.010844367659003882,35715
4,North America,Quebec,8501833,208390,0.024511184823319866,263599,0.031004960930189996,287874,0.033860227553281746,313062,0.036822882783042195,351631,0.04135943390090113,371088,0.04364799920205443,375276,0.04414059885674066,377644,0.04441912702825379,389914,0.04586234521426144,410823,0.04832169721517701,426456,0.05016047715827869,449366,0.052855190168990616,4225123
5,North America,Ontario,14223942,192482,0.013532254279439554,273377,0.019219496254976293,305806,0.021499384629099304,360846,0.025368916718023736,477228,0.03355103669573456,537291,0.03777370577017257,549179,0.038609479706821076,554537,0.03898616853190206,571454,0.04017550127805639,591883,0.04161174166767553,605036,0.04253645016269048,625238,0.04395673154460276,5644357
6,North America,Manitoba,1342153,24700,0.018403266989680013,29651,0.022092116174534496,31894,0.023763311634366575,34174,0.025462074741106268,38995,0.029054064626015067,51316,0.038234091046251806,56167,0.04184843307730192,57593,0.042910905090552266,58759,0.04377965850391125,60628,0.04517219720851497,63688,0.04745211611492878,67999,0.05066411951543527,575564
7,North America,Saskatchewan,1132505,15634,0.013804795563816495,24011,0.021201672398797358,28801,0.02543123429918632,33789,0.029835629864768808,41360,0.03652081006264873,46834,0.041354342806433526,48861,0.04314418037889457,50067,0.04420907633961881,54688,0.048289411525776926,67810,0.059876115337239126,77793,0.06869108745656752,81074,0.0715882049085876,570722
8,North America,Alberta,4262635,100428,0.023560074930178164,124563,0.029222065694107048,133795,0.03138786220260473,149207,0.035003466165880966,193167,0.04531633602220223,227718,0.05342188575845692,231987,0.05442337896629667,234295,0.05496482809342109,254245,0.059645031770254785,299802,0.07033255251739827,324199,0.07605600761031615,335677,0.07874870825205536,2609083
9,North America,British Columbia,5000879,51990,0.01039617235290036,67937,0.013585011754933483,80672,0.016131564071036313,100880,0.02017245368264259,129482,0.02589184821308414,144473,0.028889521222169142,147621,0.029519010557943915,149889,0.029972530829080246,166853,0.03336473447967847,187694,0.037532201838916715,206284,0.04124954832940369,218812,0.04375470792234725,1652587
10,North America,Yukon,40232,60,0.0014913501690196858,70,0.0017399085305229668,72,0.001789620202823623,74,0.0018393318751242793,81,0.002013322728176576,84,0.0020878902366275602,357,0.00887353350566713,596,0.014814078345595547,693,0.017225094452177372,758,0.0188407238019487,944,0.023463909325909724,1519,0.03775601511234838,5308
11,North America,Northwest Territories,41070,24,0.0005843681519357195,31,0.000754808862916971,42,0.0010226442658875091,42,0.0010226442658875091,51,0.0012417823228634038,128,0.003116630143657171,128,0.003116630143657171,128,0.003116630143657171,461,0.011224738251765278,1059,0.025785244704163622,1871,0.0455563671779888,2063,0.05023131239347456,6028
12,North America,Nunavut,36858,266,0.007216886428997775,294,0.007976558684681752,358,0.009712952411959411,395,0.010716805035541808,509,0.013809756362255142,648,0.01758098648868631,657,0.01782516685658473,657,0.01782516685658473,657,0.01782516685658473,664,0.018015084920505724,674,0.018286396440392857,674,0.018286396440392857,6453
13,North America,Alabama,5039877,365747,0.0725706202750583,460860,0.09144270782798866,493769,0.09797243067638357,515866,0.10235686307423772,528309,0.10482577253373446,544045,0.10794807095490624,550983,0.10932469185259878,587405,0.11655145552163278,704420,0.1397692840519719,798320,0.15840069112797792,832264,0.16513577613104446,846297,0.1679201694803266,7228285
14,North America,Alaska,732673,47019,0.06417460449613947,54457,0.0743264730650645,58681,0.08009166435776943,63298,0.08639324773807688,68148,0.09301284474792984,70319,0.09597596745069083,71275,0.09728077873758142,75486,0.10302822678056923,89345,0.12194389584439443,115703,0.1579190170785603,139429,0.19030181267768842,151323,0.20653552130350103,1004483
15,North America,Arizona,7276316,530267,0.07287575196019525,762145,0.10474325194232906,817821,0.11239492622365493,842192,0.11574428598208214,863571,0.11868244864571577,881454,0.12114014839377509,895347,0.12304949372732026,929541,0.12774884983005136,1016663,0.13972221657223244,1097225,0.15079402818679122,1170990,0.1609317132460987,1272943,0.1749433367105002,11080159
16,North America,Arkansas,3025891,229442,0.07582626076088002,296494,0.09798568421664891,322509,0.10658315187163053,330609,0.10926004935405803,335968,0.11103109794767889,341450,0.11284279572529216,350085,0.11569650063402813,388436,0.12837078401039562,455781,0.15062703844917083,496934,0.16422733006575585,513352,0.1696531699258169,529768,0.1750783488235366,4590828
17,North America,California,39237836,2434935,0.062055792271520784,3396805,0.08656963141392406,3629609,0.09250278226352748,3729854,0.09505758676395916,3806388,0.09700810207780063,3854032,0.09822233825535129,3884733,0.09900477182278859,4054994,0.10334397646190274,4479472,0.11416205521629684,4744423,0.12091449181856002,4930209,0.1256493604795127,5086404,0.1296300845948793,48031858
18,North America,Colorado,5812069,362438,0.06235954872524741,415482,0.07148607492443741,445512,0.07665290966091422,479774,0.08254788441086987,527929,0.09083322995649226,553723,0.0952712364564151,563627,0.09697527679041663,582404,0.10020596796080707,629580,0.1083228709087934,686890,0.11818338701760078,762463,0.13118615763164546,854994,0.14710664997266895,6864816
19,North America,Connecticut,3605597,185708,0.051505478843032096,253954,0.0704332736021247,282626,0.07838535476926567,312468,0.08666193143604235,339233,0.09408511267343522,347563,0.09639540969220908,349387,0.09690128985574373,354335,0.09827360073796378,373784,0.10366771438960039,391066,0.10846081800045873,403415,0.1118857709278103,422785,0.11725797419955697,4016324
20,North America,Delaware,1003384,58064,0.05786817409884949,78495,0.0782302687704807,87080,0.08678631510966887,95188,0.09486697017293479,104621,0.10426815655820702,108894,0.10852674549325084,109770,0.10939979110689427,111563,0.11118674405810737,120180,0.11977468247450627,133599,0.13314842572733868,144397,0.14391000853113065,153762,0.15324342425233012,1305613
21,North America,District of Columbia,670050,29252,0.04365644354898888,37008,0.05523169912693083,40684,0.06071785687635251,44656,0.06664577270352959,47697,0.07118423998209089,49000,0.07312887097977763,49362,0.07366912916946497,50398,0.07521528244160884,55570,0.08293410939482128,61331,0.09153197522572942,64470,0.09621670024625029,67047,0.10006268188941124,596475
22,North America,Florida,21781128,1323315,0.06075511791675803,1727107,0.07929373538413621,1910921,0.08773287590982431,2064525,0.094785035926514,2238937,0.10279251836727647,2326755,0.10682435730601281,2365464,0.10860153799197177,2634234,0.12094111930291214,3269502,0.15010710189114174,3620106,0.16620378889467982,3690812,0.1694499935907819,3730395,0.1712673007568754,30902073
23,North America,Georgia,10799566,677589,0.06274224353089744,912479,0.08449219163066368,1008660,0.09339819766831371,1060973,0.09824218862128349,1101487,0.10199363567017415,1124080,0.1040856641831718,1135093,0.10510542738476712,1179449,0.10921262947048058,1413284,0.1308648884594066,1582063,0.14649320167125235,1636325,0.1515176628394141,1666110,0.15427564403976973,14497592
24,North America,Hawaii,1441553,22397,0.01553671630526245,26692,0.018516141966337694,28381,0.0196877950377128,30867,0.021412324069944012,33970,0.023564863726827943,36332,0.025203374416341264,37807,0.02622657647689679,42862,0.02973321133527522,63957,0.044366735041999845,79572,0.055198802957643595,84364,0.058522995685902635,87772,0.06088711271802008,574973
